title,developer,url,published_date,price,genre,description,tags
No Room For 2,Joshua Polo,https://joshua-polo.itch.io/no-room-for-2,27 April 2025 @ 21:39 UTC,,Action,This saloon ain't big enough for the both of us...,"['cowboy', 'Game Jam', 'Western', 'Wild West']"
ANTEROSPECTION,SaltyIsaac,https://saltyisaac.itch.io/anterospection,27 April 2025 @ 21:37 UTC,,Puzzle,Creusez partout et explorez des ruines d'une ancienne équipe de recherche !,"['Exploration', 'Minecraft', 'Mystery']"
Project Fall,d4z_44,https://d4z-44.itch.io/project-fall,,,,Fun game 130 followers on tt = finger painter,[]
graVENNyard,SuperAgah,https://superagah.itch.io/gravennyard,27 April 2025 @ 21:35 UTC,,Puzzle,Um jogo de puzzle sobre ser um coveiro,[]
Gorilla Fellas,CoryCrump77,https://corycrump77.itch.io/gorilla-fellas,27 April 2025 @ 21:35 UTC,,,,[]
Tantan Kororin,O Polegar,https://bueno_ric2.itch.io/tantan-kororin,,,Platformer,O Jodo do Yokai do Caqui,[]
The Fire that Burns Everything,KupnutStudios,https://kupnutstudios.itch.io/the-fire-that-burns-everything,,,Platformer,The fire spreads and burns everything except water,[]
A Ball & A Wall,iguessfive,https://iguessfive.itch.io/a-ball-a-wall,27 April 2025 @ 21:31 UTC,,Simulation,,['Sandbox']
Interstellar Lander,Michael Creel,https://michaelcreel.itch.io/interstellar-lander,27 April 2025 @ 21:30 UTC,,Simulation,,[]
H.E.L.P,themanofhorrorgames,https://themanofhorrorgames.itch.io/help,27 April 2025 @ 21:29 UTC,,,HELP,[]
Word Slots,DizzyHeights,https://dizzyheights.itch.io/word-slots,27 April 2025 @ 21:29 UTC,,Educational,"Spin the reels, build the words",[]
Glitch.TV,Freedom Forge Studios,https://freedomforgestudios.itch.io/glitchtv,,,Educational,Ever wonder what it's like to be a top tier streamer?,[]
Chirpy Reverie 3D,Cone games,https://cone-games.itch.io/chirpy-reverie-3d,27 April 2025 @ 21:28 UTC,,,,[]
El Mejor Juego De Sherk,santiagostumpfss,https://santiagostumpfss.itch.io/el-mejor-juego-de-sherk,27 April 2025 @ 21:26 UTC,,Simulation,"Es el mejor juego jamas ante hecho, una aventura radiante con sherk de protagonista.",[]
Echo Hunt,Lemavix,https://lemavix.itch.io/echo-hunt,27 April 2025 @ 21:26 UTC,,Strategy,Use your sonar to find and destroy enemy subs,[]
GuyEngine LITE,SoundFontGuy,https://soundfontguy.itch.io/guyengine-lite,27 April 2025 @ 21:23 UTC,,,Free version of GuyEngine V2,"['guyengine', 'Music', 'ost', 'soundfont', 'soundfontguy', 'soundtrack', 'ultimadsp', 'VST']"
Project Elfer,HenryPlays_Real,https://henryplays-real.itch.io/project-elfer,27 April 2025 @ 21:23 UTC,,,,[]
Booster Catcher,1bitdate,https://1bitdate.itch.io/booster-catcher,27 April 2025 @ 21:23 UTC,,Simulation,Stick the landing!,['Playdate']
Farm World,scorpaust,https://scorpaust.itch.io/farm-world,27 April 2025 @ 21:19 UTC,$1,Simulation,"Build your dream farm, grow crops, and relax in a cozy one-level farming adventure. Rest, store, and thrive!",['Farming Simulator']
Echoes Of The Abyss,Dani Casas,https://dani-casas.itch.io/echoes-of-the-abys,27 April 2025 @ 21:18 UTC,,Puzzle,,['2D']
Flappy Bird,MartinGoober,https://martingoober.itch.io/flappy-bird-2,27 April 2025 @ 21:17 UTC,,Platformer,Flappy bird remade in UE5.,"['3D', 'Cartoon', 'Endless Runner', 'Flappy Bird', 'No AI', 'Unreal Engine']"
2dShooter,geralddajti,https://geralddajti.itch.io/2dshooter,27 April 2025 @ 21:16 UTC,,Shooter,2dShooter - Galaxy Shooter,[]
Flappy Bird,MartinGoober,https://martingoober.itch.io/flappy-bird-2,27 April 2025 @ 21:17 UTC,,Platformer,Flappy bird remade in UE5.,"['3D', 'Cartoon', 'Endless Runner', 'Flappy Bird', 'No AI', 'Unreal Engine']"
2dShooter,geralddajti,https://geralddajti.itch.io/2dshooter,27 April 2025 @ 21:16 UTC,,Shooter,2dShooter - Galaxy Shooter,[]
BugGame,MatheusBrandon,https://matheusbrandon.itch.io/gameb,,,Platformer,,[]
Frogy's Adventure,OPrNh0,https://oprnh0.itch.io/frogys-adventure,27 April 2025 @ 21:11 UTC,,Action,A game about a Frog Adventure (KINDA),[]
MOOM: Last Promise,Besto Game Team,https://bestogameteam.itch.io/moom-last-promise,27 April 2025 @ 21:10 UTC,,Platformer,A 3D platformer metroidvania featuring Nanashi Mumei,"['3D Platformer', 'amelia-watson', 'Exploration', 'hololive', 'hololive-en', 'Low-poly', 'Metroidvania', 'mumei', 'nanashi-mumei', 'Retro']"
Quetzal: Path of Xolotl,FluxFix,https://fluxfix.itch.io/quetzal-path-of-xolotl,27 April 2025 @ 21:10 UTC,,Adventure,Retro 3D Adventure,"['Metroidvania', 'Puzzle-Platformer', 'Retro']"
TPUQuest Remaster,chetverikov,https://chetverikov.itch.io/tpuquest-remaster,27 April 2025 @ 21:09 UTC,,Platformer,Remaster of the game TPUQuest on Godot. University project to make simple platformer,['Singleplayer']
Blorbo's House,dippy_games,https://dippy-games.itch.io/blorboshouse,27 April 2025 @ 21:06 UTC,,Platformer,,[]
DemoProject,Azure,https://azuredemi.itch.io/demoproject,27 April 2025 @ 21:06 UTC,,,A game for test unity.,[]
Lost Magic,BonsaiiTree,https://bonsaiitree.itch.io/lost-magic,27 April 2025 @ 21:02 UTC,,Adventure,Chaos. Clumsiness. Belonging. Help Maya recover her Lost Magic.,"['3D', 'Anime', 'Cozy', 'Short', 'Singleplayer', 'Third Person']"
Ultimate Fangirl,digikerot,https://digikerot.itch.io/ultimate-fangirl,27 April 2025 @ 21:01 UTC,,,Playdate Balloon-based Fan-Game,['Playdate']
The Nowhere People Demo,Redwall10,https://redwall10.itch.io/the-nowhere-people-demo,27 April 2025 @ 21:01 UTC,,,,[]
Thalos,Tchutchulu,https://tchutchulu.itch.io/thalos,,,,,[]
Monke Havic,neonisgoated,https://neonisgoated.itch.io/monke-havic,27 April 2025 @ 20:56 UTC,,,cool VR game by neoh,"['3D', 'Virtual Reality (VR)']"
Wilderfeast - Recette légendaire - Sauvage & Frites Racines,lustucrutt,https://lustucrutt.itch.io/wilderfeast-recette-lgendaire,27 April 2025 @ 20:54 UTC,,Role Playing,je vous propose une une Recette pour le jeux Wilderfeast,"['jdr', 'micro-rpg', 'wilderfeast']"
Hero-VS-Aliens,Mayar mostafa,https://mayar-mostafa.itch.io/hero-vs-aliens,27 April 2025 @ 20:50 UTC,,Fighting,,[]
Fast Fish,FilthyMinx,https://filthyminx.itch.io/fast-fish,,,Racing,A racing game,[]
Walter White Kills,Haralgin,https://haralgin.itch.io/walter-white-kills,27 April 2025 @ 20:49 UTC,,,"Walter, put your di..",[]
Letting Go,O Magical Melodia O,https://omagicalmelodiao.itch.io/letting-go,27 April 2025 @ 20:49 UTC,,,"A short game where a girl wakes up dead, made for the 2025 dialogue jam",[]
Many Doors One Room,iCopsyle,https://icopsyle.itch.io/many-doors-one-room,27 April 2025 @ 20:49 UTC,,Adventure,200Doors1Room,[]
Microwave Simulator,KrisSpy,https://krisspy.itch.io/microwave-simulator,27 April 2025 @ 20:47 UTC,,Simulation,,"['Idle', 'microwave']"
Boxed In,RiptideOtter,https://riptideotter.itch.io/boxed-in,27 April 2025 @ 20:46 UTC,,,A game about dodging red things and buying upgrades,[]
PEREELOUS,Pierre Vandermaesen,https://pierre-vandermaesen.itch.io/pereelous,,,Role Playing,Roguelike spin machines,[]
Golfculation,The Architect,https://thearchitect4855.itch.io/golfculation,,,,A mathematical game of mini golf,[]
Reverse Survivors-Like,maymay343,https://maymay343.itch.io/reverse-survivors-like,27 April 2025 @ 20:39 UTC,,Action,THE FINAL BOSS KEEPS GETTING BIGGER!!!,['Survivor-like']
job simulator free,the goat97,https://the-goat97.itch.io/job-simulator-free,27 April 2025 @ 20:39 UTC,,Simulation,,[]
Mineclone,The original dre studios,https://the-original-dre-studios.itch.io/mineclone,27 April 2025 @ 20:37 UTC,,Adventure,,[]
A Chronically Spooky Spirit Escapee Walks to Their New Vessel's Home,vicdoan2,https://vicdoan2.itch.io/acssewttnvh,27 April 2025 @ 20:37 UTC,,Interactive Fiction,,"['demon', 'possessed', 'spirit', 'supernatural']"
Numina,nuhla,https://nuhla.itch.io/numina,27 April 2025 @ 20:35 UTC,,Adventure,,"['3D', 'Low-poly']"
5 Minutes until Big Problem,Chanoroobler,https://chanoroobler.itch.io/5-minutes-until-problem,,,Strategy,,[]
PROJECT MASTER BETA,Brycethebeast36,https://brycethebeast36.itch.io/project-master-beta,27 April 2025 @ 20:28 UTC,,Action,,['Gorilla Tag']
Skele-Tomb,Rykerwest,https://rykerwest.itch.io/skele-tomb,27 April 2025 @ 20:28 UTC,,Puzzle,,[]
FACILITY,yyam,https://yyam.itch.io/facility,,,Shooter,FPS with level editor,[]
Clue: The Game,Jauregui-1,https://jauregui-1.itch.io/clue-the-game,27 April 2025 @ 20:24 UTC,,,,[]
Isla's Deck,Jordi Milian Yamada,https://donlatino.itch.io/islas-deck,,,Card Game,escape from Feroe,[]
Capture Time,Shiroshio,https://shiroshio.itch.io/capturetime,27 April 2025 @ 20:24 UTC,,Platformer,Capture Time ist ein kurzes und kompetitives 2-gegen-2-Jump & Run.,"['2D', 'fun', 'Multiplayer', 'Pixel Art', 'Short', 'time']"
Capture Time,Shiroshio,https://shiroshio.itch.io/capturetime,,,Platformer,Capture Time ist ein kurzes und kompetitives 2-gegen-2-Jump & Run.,[]
Oh Work Darwin,AK34200,https://ak34200.itch.io/oh-work-darwin,27 April 2025 @ 20:23 UTC,,Puzzle,,[]
Button Pressing Simulator,Atlerto,https://atlerto.itch.io/button-pressing-simulator,27 April 2025 @ 20:21 UTC,,,,[]
Yet Another Sprunki FNF Mod,MiniToon,https://minitoon-roblox.itch.io/yet-another,27 April 2025 @ 20:20 UTC,,Rhythm,Sprunki Mod FNF,[]
Tsuki's Escape,SwanLakeStudios,https://swanlakestudios.itch.io/tsukis-escape,27 April 2025 @ 20:20 UTC,,Platformer,Cute Cat Game,"['2D', 'Atmospheric', 'Casual', 'Cats', 'Cute', 'No AI', 'Non violent', 'Pixel Art', 'Relaxing', 'Short']"
Karma Super Hero,Karma Mohamed Sobhy Abbas,https://karma-mohamed-sobhy-abbas.itch.io/karma-super-hero,27 April 2025 @ 20:20 UTC,,Adventure,,[]
Hanging The Picture,RadishAndSquirrel,https://radishandsquirrel.itch.io/hanging-the-picture,27 April 2025 @ 20:16 UTC,,,The worlds best handyman on the mission in his own home,"['Casual', 'Comedy', 'Hand-drawn', 'No AI', 'Point & Click', 'Short', 'Voice Acting']"
Bait: A Fishy Dating Sim,That1Gamer,https://that1gameryt.itch.io/bait,27 April 2025 @ 20:15 UTC,,Visual Novel,Fish up some new friends! (Or more...),"['Dating Sim', 'fish', 'Fishing']"
Fishy Business,macarenzle,https://macarenzle.itch.io/fishy-business,,,Simulation,The sea’s silliest landlord simulator!,[]
Mova tag v2,Catakuri,https://catakuri.itch.io/mova-tag-v2,27 April 2025 @ 20:13 UTC,,Action,Gtag copy,[]
Self Determination Journey,jayvickers,https://jayvickers.itch.io/self-determination-journey,27 April 2025 @ 20:11 UTC,,Adventure,Find the right ways to help motivate your students,[]
Fin & Recycle,FinandRecycle,https://finandrecycle.itch.io/finrecycle,27 April 2025 @ 20:02 UTC,,,,[]
GDI Horror Modded,Skelo,https://skelo-thereal.itch.io/gdi-horror-modded,27 April 2025 @ 19:59 UTC,,,,[]
Gorillaz [UPDATED],taco_Vr999_Go,https://taco-vr999-go.itch.io/gorillaz-updated,27 April 2025 @ 19:58 UTC,,Survival,A Gorilla Tag Horror Fan Game,"['3D', 'Gorilla Tag', 'Horror']"
Deep Space shooter,dragon043,https://dragon043.itch.io/deep-space,,,Shooter,,[]
Spiceteroids,Thapoint,https://thapoint.itch.io/spiceteroids,27 April 2025 @ 19:56 UTC,,Action,,['2D']
Survive The Nights,AeronStorm,https://aeronstorm.itch.io/survive-the-nights,27 April 2025 @ 19:56 UTC,,Survival,Survival vs ....,"['2D', 'My First Game Jam', 'Singleplayer']"
Greedy Cards(alpha 0.0.2),Huetity,https://huetity.itch.io/greedy-cards,,,Card Game,Rouge-like deck builder,[]
Fly me to the room,Vraus,https://vraus.itch.io/fly-me-to-the-room,27 April 2025 @ 19:54 UTC,,Puzzle,Submit project for the Devs That Jam 36-hour Challenge #13: Anniversary Edition!,['Flying']
Gunfloat,PlasmaPuffs,https://plasmapuffs.itch.io/gunfloat,27 April 2025 @ 19:52 UTC,,Action,Shoot. Propel. Survive.,"['2D', 'Pixel Art', 'Procedural Generation', 'Roguelike', 'Simple', 'Singleplayer', 'Space', 'Top-Down']"
Fishing Line,Emre Özcan,https://emreozcan.itch.io/fishingline,,,Adventure,THERE IS NO TOMORROW.,[]
Tile Mania,Larrybtoys,https://larrybtoys.itch.io/tile-mania,27 April 2025 @ 19:44 UTC,,Puzzle,Classic Retro Style Gaming Fun,"['addicting', 'explode', 'fun', 'game', 'gfabasic', 'play', 'remove', 'score', 'solitaire', 'tile']"
BACKBURST Demo,The25th,https://the25th.itch.io/backburst-demo,,,Shooter,Earth in danger — step up to the threat!,[]
Seven Weeks on Earth,Pigeon and Rat Studios,https://pigeon-and-rat-studios.itch.io/swoe,27 April 2025 @ 19:40 UTC,,Visual Novel,A queer sci-fi fantasy narrative adventure about otherness and alienation.,[]
Biddy Dream,Pablito60Hz,https://pablito60hz.itch.io/biddyy-dream,,,,,[]
Burnout,SolarLabyrinth,https://solarlabyrinth.itch.io/burnout,,,Strategy,"Write user stories, hire developers, and grow the company as fast as you can!",[]
Lost island online,ghomeff,https://ghomeff.itch.io/lost-island-online,27 April 2025 @ 19:36 UTC,,Adventure,,[]
Sheep Sweeper,turnip_cat,https://turnip-cat.itch.io/sheep-sweeper,27 April 2025 @ 19:36 UTC,,Puzzle,Minesweeper with sheep,"['2D', 'Cozy', 'Godot', 'Isometric', 'Minesweeper', 'Non violent', 'Pixel Art', 'Retro', 'Top-Down']"
Submarine Scape,Kriptarus,https://kriptarus.itch.io/submarine-scape,,,Survival,Scape from a sinking submarie.,[]
SuperMarket Madness,Flash Crash Studio,https://flash-crash-studio.itch.io/supermarket-madness,27 April 2025 @ 19:35 UTC,,Action,,"['Singleplayer', 'supermarket']"
CellularGrower,obonfas,https://obonfas.itch.io/cellulargrower,27 April 2025 @ 19:34 UTC,,,,[]
Roam1n-Num3ral5,RaBalder,https://rabalder.itch.io/roam1n-num3ral5,27 April 2025 @ 19:33 UTC,,Action,,"['Godot', 'mini-jam', 'No AI', 'Pixel Art', 'Survivor-like']"
Pyromania,Acherow,https://acherow.itch.io/pyromania,,,Puzzle,,[]
Media with preservatives,theRatmanZorry,https://theratmanzorry.itch.io/media-with-pre,27 April 2025 @ 19:32 UTC,,,,[]
Tower Defender,La communaute du lievre,https://la-communaute-du-lievre.itch.io/tower-defender,27 April 2025 @ 19:29 UTC,,Strategy,Defend your computer from evil viruses ! Made for MiniJam 183,['Tower Defense']
InFlux,MilesJMaiden,https://milesjmaiden.itch.io/influx,27 April 2025 @ 19:23 UTC,,Simulation,,"['Aliens', 'Low-poly', 'Procedural Generation', 'Prototype', 'Space Sim']"
Disappeared Demo,dogspartygames,https://dogspartygames.itch.io/disappeared-demo,27 April 2025 @ 19:23 UTC,,Adventure,Disappeared horror game,"['3D', 'Atmospheric', 'Dark', 'Exploration', 'First-Person', 'Godot', 'Horror', 'Open World', 'Singleplayer', 'Walking simulator']"
Decide Bien,DavidMA22,https://davidma22.itch.io/decide-bien,27 April 2025 @ 19:22 UTC,,,,[]
distant planet,nickieee,https://nickieee.itch.io/distant-planet,27 April 2025 @ 19:22 UTC,,Adventure,,[]
Tavares Rankins's Fahrenheit Classified Deadly Six,Tavares Rankins,https://tavares-rankins.itch.io/fahrenheit-classified-deadly-six,,,Shooter,The Fahrenheit Series,[]
A Night with The TGOSE Crew,ShadowgamerAnimations,https://shadowgameranimations.itch.io/a-night-with-the-tgose-crew,,,Survival,,[]
Run Hobbit Run V.1,Hendrixfan357,https://hendrixfan357.itch.io/run-hobbit-run-v1,27 April 2025 @ 19:19 UTC,,Survival,,"['Singleplayer', 'Top down shooter']"
TRINTCRAFT Web Port! (Alpha 1.0),lucdeg01,https://lucdeg01.itch.io/trintcraft,,,Survival,,[]
Mining_Incremental,Roxicaro,https://roxicaro.itch.io/mining-incremental,27 April 2025 @ 19:18 UTC,,,A terminal-based game made in Python.,['Incremental']
Sprunki Brud Treatment,AshtonW888,https://ashtonw888.itch.io/sprunki-brud-treatment,,,,Useful for other brud treatment projects.,[]
PROJECT JINGER,YYSVR,https://yysvr.itch.io/project-jinger,27 April 2025 @ 19:14 UTC,,,,[]
Earthly Chronicles,VestingBead,https://vestingbead.itch.io/earthly-chronicles,27 April 2025 @ 19:13 UTC,,Adventure,E.C.,[]
Fruit Ton Chemin,ViridianWiz,https://viridianwiz.itch.io/fruit-ton-chemin,27 April 2025 @ 19:13 UTC,,Survival,,[]
chill tag not mine,elilane123$$,https://elilane123.itch.io/mad-taggersv1,,,,,[]
Space Bros 128K,molisoft,https://molisoft.itch.io/space-bros,27 April 2025 @ 19:05 UTC,,Adventure,A collaborative videoadventure with a RPG little feature.,"['8-Bit', 'adven', 'contest', 'plat', 'Retro', 'ZX Spectrum']"
Universital,Mineo Games,https://mineogames.itch.io/universital,27 April 2025 @ 19:04 UTC,,Action,,"['Game Jam', 'overcook', 'scientific']"
sonic maina,SPRUNKI796987,https://sprunki796987.itch.io/sonic-maina-real-might-not-work-pls-dont-ban-it-dosent-work-for-me-but-you-might,,,,its real sonic maina,[]
Stranded At Sea,MurkyGallery,https://murkygallery.itch.io/stranded-at-sea,27 April 2025 @ 19:01 UTC,,,,[]
AI Brainrot animals QUIZ,LTF games,https://jackrevenge.itch.io/ai-brainrot-animals-quiz,27 April 2025 @ 18:57 UTC,,Puzzle,,[]
Jar multiplier,Catgg64,https://catgg64.itch.io/jar-multiplier,27 April 2025 @ 18:53 UTC,,Puzzle,,['2D']
CalcChain,noragra,https://noragra.itch.io/calcchain,27 April 2025 @ 18:52 UTC,,Strategy,"Link numbers, master operations.",[]
Rewritten Fates,Sensei Kenzo,https://sensei-kenzo.itch.io/rewritten-fates,27 April 2025 @ 18:51 UTC,,,,"['2D', 'Mystery', 'Narrative', 'Pixel Art', 'storygame']"
The Explorer (DEMO),SpookyIsSneakyAndDookie,https://spookyissneakyanddookie.itch.io/the-explorer-demo,27 April 2025 @ 18:51 UTC,,,The map was created by Unreal Engine.,[]
Sonic 2 - Sega Master System - Remixed Hack,Jordan The Sonic Chaos Gamer,https://sonic-chaos-gamer.itch.io/sonic-2-sega-master-system-sonic-2-remixed-hack,27 April 2025 @ 18:50 UTC,,,Play This Hack! It’s So Fun!,[]
Memorizzando con Leonardo,RedFoXalabama,https://redfoxalabama.itch.io/memorizzando-con-leonardo,,,,,[]
Tiny Food & Drink Pixel Pack (20 Sprites) - Power Up Your Game Fast!,CheddaGames,https://cheddagames.itch.io/tiny-food-drink-pack-4,27 April 2025 @ 18:47 UTC,,,,[]
Duck Duck Goose,High Stakes Studio,https://highstakes.itch.io/duck-duck-goose,27 April 2025 @ 18:46 UTC,,,Hunt the goose,"['duck-duck-goose', 'fireside']"
Sonic 2 - Sega Master System - Remastered Hack,Jordan The Sonic Chaos Gamer,https://sonic-chaos-gamer.itch.io/sonic-2-sega-master-system-remastered-hack,27 April 2025 @ 18:44 UTC,,,Play This Hack! It’s So Fun!,[]
Frostrot‘s World:Friends & Fun,Davlapor,https://davlapor.itch.io/frostrots-worldfriends-fun,27 April 2025 @ 18:43 UTC,,Adventure,A game continuation of Frostrot‘s World,"['Exploration', 'Horror', 'Indie', 'Pixel Art', 'Short', 'Top-Down']"
Clender,Storhammarn,https://storhammarn.itch.io/clender,,,Survival,"Horror, Walk simulator, Slender-like.",[]
ToppleTeam,ArcanePool,https://arcanepool.itch.io/toppleteam-on-itchio,27 April 2025 @ 18:39 UTC,,Platformer,,"['2D', 'DRM Free', 'No AI', 'Pixel Art', 'Retro', 'Singleplayer', 'Sprites']"
Gravity Shift,Explosivo30,https://explosivo30.itch.io/gravity-shift,27 April 2025 @ 18:39 UTC,,Puzzle,,"['Pixel Art', 'Rotation']"
Too Hot To Handle,Genis Lopez,https://genis-lopez.itch.io/too-hot-to-handle,27 April 2025 @ 18:37 UTC,,Puzzle,Extreme cooking,"['3D', 'Cooking', 'First-Person']"
it counts,theonejake,https://theonejake.itch.io/it-counts,27 April 2025 @ 18:37 UTC,,Adventure,,"['3D', 'Action-Adventure', 'browser', 'First-Person', 'Godot', 'Horror', 'Short']"
Slime King,grumpyguava,https://grumpyguava.itch.io/slime-king,27 April 2025 @ 18:36 UTC,,,,[]
Drown Your Fears,Martina Ieraci,https://martinaieraci.itch.io/drown-your-fears,27 April 2025 @ 18:36 UTC,,Shooter,,"['2D', '3D', 'Game Design', 'Lovecraftian Horror', 'one-hit-kill']"
Hermaverse Speedrun,ProfWhizz,https://profwhizz.itch.io/h-speedrun,,,,Speed quiz,[]
Hermaverse Speedrun,ProfWhizz,https://profwhizz.itch.io/h-speedrun,27 April 2025 @ 18:34 UTC,,,Speed quiz,"['No AI', 'Quiz', 'Short', 'silly', 'Simple', 'Speedrun']"
Planter Bucket,NetOrca91,https://netorca91.itch.io/planter-bucket,,$5,,Planter bucket,[]
Memory Maker,ClemGames,https://clemgames.itch.io/memorymaker,27 April 2025 @ 18:32 UTC,,Interactive Fiction,This is for the DTJ36 #13 Anniversary edition game jam,"['Cozy', 'live-action', 'My First Game Jam', 'No AI']"
Undead Memory,wabbaduck,https://wabbaduck.itch.io/undead-memory,,,Adventure,Match and combine tiles to earn gold across challenging levels.,[]
Project mango,domo123yt,https://domo123yt.itch.io/pm,,,,very fun game made by domo and enjoy!,[]
ORBITAL HOPPER,illoturbio19,https://illoturbio19.itch.io/orbital-hopper,27 April 2025 @ 18:26 UTC,,Platformer,orbital_hopper,"['2D', 'Endless Runner', 'mobile', 'Space']"
PROJECT WUMBO,WUMBOOO,https://wumbooo.itch.io/project-wumbo,,,Action,,[]
The Time I got Resurrected as a Zombie to Save my Cat,DrayPixel,https://draypixel.itch.io/zombie-horde,,,Action,,[]
Asteroids & Aliens,indaroom,https://indaroom.itch.io/asteroids-aliens,27 April 2025 @ 18:20 UTC,,Action,,"['2D', 'Asteroids', 'Retro', 'Sci-fi', 'Singleplayer', 'Space', 'Top down shooter']"
DG: Horizon,BEGY02300,https://begy02300.itch.io/dg-horizon,,,,#fun,[]
JamDeLaLoose_2025-04_NuagesCoins,vfabien21,https://vfabien21.itch.io/jamdelaloose-2025-04-nuagescoins,,,,,[]
Between The Lines,arun,https://arundev.itch.io/between-the-lines,,,Platformer,A Comic Book Puzzle Platformer,[]
Silent Lies,M-Guney,https://m-guney.itch.io/silent-lies,27 April 2025 @ 18:17 UTC,,Simulation,This Story about mother and daughter who mother is schizophrenic,"['3D', 'storygame', 'Story Rich']"
Poisson Nuage,IbiceM,https://ibicem.itch.io/poisson-nuage,,,,,[]
FAITH Chapter 1 ( By CrisBookStudios Entertanment ),CrisBookStudios,https://crisbookstudios.itch.io/faithchapter1bycrisbookstudiosentertanment,,$4,,,[]
Teddy Rescue,joc3lyne,https://joc3lyne.itch.io/teddy-rescue,27 April 2025 @ 18:15 UTC,,Platformer,,"['2D', 'Pixel Art', 'Short', 'Singleplayer']"
Console Commander,Catwingz,https://catwingz.itch.io/console-commander,,,Puzzle,Program a robot to solve a puzzle,[]
Graph It!,varunvf,https://varunvf.itch.io/graph-it,27 April 2025 @ 18:14 UTC,,,A game where you determine the best fit line and graph it!,[]
WordQuake,Jladabaoth,https://jladabaoth.itch.io/wordquake,27 April 2025 @ 18:11 UTC,,Educational,Turn Based Word game with a pinch of chaos,"['Real time strategy', 'Turn-based', 'Word game']"
Mora Jai Box Maker,BRTL Games,https://brtlgames.itch.io/mora-jai-box-maker,27 April 2025 @ 18:11 UTC,,Puzzle,A simple replication of the Mora Jai puzzles from Blue Prince,"['blue-prince', 'editor', 'Level Editor', 'maker', 'mora-jai', 'replica']"
Hide and Seek,Carl,https://casmonavid.itch.io/hide-and-seek,27 April 2025 @ 18:09 UTC,,Survival,Hide inside the cabinets!,"['Horror', 'maze', 'Simple']"
In OrBeat,iyamiks44,https://iyamiks44.itch.io/in-orbeat,,,Platformer,Use music to reach for the stars!,[]
Gamblers Table - Prototype,greenpixels_,https://greenpixels.itch.io/gamblers-table,27 April 2025 @ 21:23 UTC,,,A little idle game prototype about flippin' coins!,"['Clicker', 'Idle', 'Incremental', 'Pixel Art']"
Jario,Yutsu_u,https://yutsu-u.itch.io/jario,27 April 2025 @ 18:05 UTC,,Platformer,,[]
One Roomed Warehouse,IMakeBadGamesss,https://imakebadgamesss.itch.io/one-roomed-warehouse,27 April 2025 @ 18:04 UTC,,,,['2D']
No Mercy(i),tehotur,https://tehotur.itch.io/no-mercyi,27 April 2025 @ 18:03 UTC,,,Eliminate all the infected and save the world. No mercy!,[]
SpaceRocks,MeloDotCom,https://melodotcom.itch.io/spacerocks,,,,,[]
Zombie Siege (Concept),Brandon_Hizer_1121,https://brandon-hizer-1121.itch.io/zombie-seige-concept,27 April 2025 @ 18:02 UTC,,Strategy,,[]
Desert Angels,Folding Star,https://foldingstar.itch.io/desert-angels,,$10,Adventure,narrative exploration game about revisiting memories and maybe exploding them,[]
Bullet rain,Adrien Dittrick,https://adriendittrick.itch.io/bullet-rain,27 April 2025 @ 18:01 UTC,,Survival,,[]
Primal Fear VR 2,jffx99vr,https://jffx99vr.itch.io/primalfearvr2,27 April 2025 @ 17:59 UTC,,,a helper of the original primal fear decided to make a remake scence the other one doesnt get updated,[]
Work as a delivery driver,cheesy,https://freakycheesy.itch.io/delivery-sim,27 April 2025 @ 17:58 UTC,,,,[]
ghost Adventure/لعبه شبح,abdu a,https://abdu-a.itch.io/gho,27 April 2025 @ 17:58 UTC,,Adventure,,[]
SpiderMonky v0.9,CRACH GAME STUDIO,https://crach-game-studio.itch.io/spidermonky,27 April 2025 @ 17:58 UTC,,,SpiderMonky VR,"['Fangame', 'gorilla', 'Gorilla Tag', 'Multiplayer', 'Singleplayer', 'spiderman', 'Superhero']"
Bearly Eaten,TheoClarke,https://theoclarke.itch.io/bearly-eaten,27 April 2025 @ 17:57 UTC,,Platformer,For Spring 2D Jam 2025,"['2D', 'Animals', 'Colorful', 'Cute', 'jam', 'minigames', 'Short', 'Singleplayer', 'spring2djam']"
A Step Forward,BYER,https://d4n4.itch.io/a-step-forward,27 April 2025 @ 17:57 UTC,,Role Playing,,"['german', 'language', 'Point & Click', 'Typing']"
SpiderMonky v0.9,CRACH GAME STUDIO,https://crach-game-studio.itch.io/spidermonky,,,,SpiderMonky VR,[]
Bearly Eaten,TheoClarke,https://theoclarke.itch.io/bearly-eaten,27 April 2025 @ 17:57 UTC,,Platformer,For Spring 2D Jam 2025,"['2D', 'Animals', 'Colorful', 'Cute', 'jam', 'minigames', 'Short', 'Singleplayer', 'spring2djam']"
A Step Forward,BYER,https://d4n4.itch.io/a-step-forward,27 April 2025 @ 17:57 UTC,,Role Playing,,"['german', 'language', 'Point & Click', 'Typing']"
"So, Basically...",dofhouse,https://dofhouse.itch.io/so-basically,,,Visual Novel,A game about having a conversation with that one annoying coworker that always reduces your acomplishments,[]
palla veggenta,UrcaStudios,https://urca-studios.itch.io/pallaveggenta,27 April 2025 @ 17:56 UTC,,Simulation,nchhnbvhvgvgchfc,[]
ninga runner,youssef eldeeb,https://youssef-eldeeb.itch.io/ninga-runner,27 April 2025 @ 17:56 UTC,,,,[]
What Lies Beyond,sethwilkinson,https://sethwilkinson.itch.io/what-lies-beyond,,,Shooter,,[]
